"Point d'échantillonnage","Date","Température (oC)","Conductivité (µs/cm2)","pH","Signe","Coliformes fécaux (colonies/100mL)","MÉTÉO","Précipitation totale (mm)"
"RDP-35",2014/07/03,"23,8",135,"8,9","=",15,1,0
"RDP-35",2014/07/31,"20,5",150,"8,1","=",5,1,0
"RDP-35",2014/08/21,"21,4",133,"7,6","=",40,1,0
"RDP-35",2014/08/28,"20,6",110,"7,9","=",38,1,0
"RDP-35",2014/10/02,"14,5",88,"8,1","=",7,1,0
"RDP-35",2014/06/12,"18,2",117,"7,6","=",23,0,28
"RDP-35",2014/09/11,"20,5",107,"7,9","=",380,0,5
"RDP-35",2014/09/18,"15,1",104,"8,0","=",290,0,2
"RDP-35",2014/10/16,"14,2",91,"7,7","=",21,0,7
"RDP-35",2014/06/19,"20,3",114,"7,9","=",15,-1,25
"RDP-35",2014/07/24,"21,4",127,"7,9","=",10,-1,11
"RDP-35",2014/08/14,"18,8",114,"7,8","=",4200,-1,44
"RDP-35",2014/10/09,"12,0",90,"7,9","=",480,-1,22
"RDP-35",2014/06/05,"17,5",101,"7,8","=",30,-2,21
"RDP-35",2014/06/26,"21,3",112,"7,7","=",54,-2,44
"RDP-35",2014/07/10,"19,7",159,"7,9","=",9,-2,6
"RDP-35",2014/07/17,"19,8",149,"8,0","=",36,-2,2
"RDP-35",2014/08/07,"21,5",126,"7,9","<",2,-2,1
"RDP-35",2014/09/04,"20,2",110,"7,9","=",300,-2,3
"RDP-35",2014/09/25,"15,9",93,"8,1","=",50,-2,1
"RDP-350",2014/06/02,"17,1",76,"7,6","=",5,1,0
"RDP-350",2014/06/10,"19,8",79,"7,6","=",60,1,6
"RDP-350",2014/07/01,"23,7",119,"7,6","=",42,1,44
"RDP-350",2014/07/22,"24,5",106,"7,9","=",62,1,10
"RDP-350",2014/08/12,"24,7",95,"7,9","=",3000,1,1
"RDP-350",2014/08/25,"22,8",90,"7,9","=",52,1,3
"RDP-350",2014/09/17,"17,6",98,"8,1","=",38,1,2
"RDP-350",2014/09/30,"16,7",87,"7,9","=",33,1,12
"RDP-350",2014/10/14,"13,8",84,"7,9","=",72,1,4
"RDP-350",2014/07/07,"22,4",119,"7,8","=",58,0,22
"RDP-350",2014/07/28,"22,8",107,"7,9","=",900,0,0
"RDP-350",2014/09/23,"15,6",92,"8,0","=",55,0,0
"RDP-350",2014/06/25,"20,6",108,"7,6","=",2100,-1,0
"RDP-350",2014/07/14,"22,8",111,"7,8","=",430,-1,0
"RDP-350",2014/08/06,"23,5",98,"7,9","=",4300,-1,0
"RDP-350",2014/09/03,"22,9",97,"7,9","=",96,-1,0
"RDP-350",2014/06/16,"19,7",90,"7,6","=",100,-2,0
"RDP-350",2014/08/18,"21,0",88,"7,9","=",260,-2,0
"RDP-350",2014/09/08,"21,9",96,"7,9","=",44,-2,0
"RDP-350",2014/10/06,"15,2",81,"7,9","=",470,-2,7
"RDP-360",2014/07/01,"24,8",126,"7,6","=",200,1,0
"RDP-360",2014/07/22,"25,1",108,"8,2","=",66,1,0
"RDP-360",2014/08/12,"24,9",96,"8,2","=",1800,1,0
"RDP-360",2014/08/25,"23,2",90,"8,1","=",86,1,0
"RDP-360",2014/09/17,"17,9",99,"8,2","=",72,1,0
"RDP-360",2014/09/30,"16,9",87,"8,0","=",25,1,0
"RDP-360",2014/10/14,"14,1",86,"7,9","=",80,1,0
"RDP-360",2014/06/02,"17,7",81,"7,6","=",66,1,0
"RDP-360",2014/06/10,"20,2",80,"7,6",">",6000,1,0
"RDP-360",2014/07/07,"22,3",125,"7,7","=",310,0,7
"RDP-360",2014/07/28,"22,6",109,"8,0","=",900,0,11
"RDP-360",2014/09/23,"16,0",92,"8,0","=",50,0,6
"RDP-360",2014/06/25,"20,9",122,"7,6","=",2200,-1,44
"RDP-360",2014/07/14,"23,6",114,"8,0","=",500,-1,10
"RDP-360",2014/08/06,"23,9",99,"8,3","=",2000,-1,1
"RDP-360",2014/09/03,"23,2",98,"8,2","=",360,-1,3
"RDP-360",2014/08/18,"21,0",88,"8,1","=",210,-2,12
"RDP-360",2014/09/08,"21,1",97,"8,0","=",60,-2,4
"RDP-360",2014/10/06,"15,3",81,"7,9","=",120,-2,22
"RDP-360",2014/06/16,"20,3",95,"7,6","=",160,-2,2
"RDP-380",2014/06/02,"18,1",80,"7,7","=",18,1,0
"RDP-380",2014/06/10,"20,7",80,"7,7","=",81,1,0
"RDP-380",2014/07/01,"25,0",123,"7,8","=",94,1,0
"RDP-380",2014/07/22,"25,6",108,"8,3","=",560,1,0
"RDP-380",2014/08/12,"25,5",89,"8,6","=",3000,1,0
"RDP-380",2014/08/25,"23,9",91,"8,2","=",88,1,0
"RDP-380",2014/09/17,"17,8",99,"8,2","=",60,1,0
"RDP-380",2014/09/30,"16,9",88,"8,0","=",33,1,0
"RDP-380",2014/10/14,"14,9",89,"8,2","=",90,1,0
"RDP-380",2014/07/07,"22,3",121,"7,9","=",66,0,7
"RDP-380",2014/07/28,"22,6",108,"8,0","=",1400,0,12
"RDP-380",2014/09/23,"16,4",92,"8,1","=",82,0,6
"RDP-380",2014/06/25,"21,0",114,"7,7","=",4400,-1,44
"RDP-380",2014/07/14,"24,1",123,"8,3","=",420,-1,10
"RDP-380",2014/08/06,"25,1",97,"8,5","=",1600,-1,1
"RDP-380",2014/09/03,"24,3",98,"8,5","=",320,-1,3
"RDP-380",2014/06/16,"20,9",94,"7,7","=",96,-2,2
"RDP-380",2014/08/18,"21,7",88,"8,2","=",200,-2,12
"RDP-380",2014/09/08,"22,9",97,"8,2","=",50,-2,4
"RDP-380",2014/10/06,"15,8",82,"8,1","=",360,-2,22
"RDP-420",2014/06/02,"20,3",104,"7,7","=",18,1,0
"RDP-420",2014/06/10,"22,1",113,"8,0","=",160,1,0
"RDP-420",2014/07/01,"25,0",151,"7,2","=",200,1,0
"RDP-420",2014/07/22,"26,4",121,"8,6","=",400,1,0
"RDP-420",2014/08/12,"25,9",109,"7,5","=",240,1,0
"RDP-420",2014/08/25,"24,6",104,"8,1","=",150,1,0
"RDP-420",2014/09/17,"17,6",105,"8,4","=",140,1,0
"RDP-420",2014/09/30,"16,9",91,"8,0","=",100,1,0
"RDP-420",2014/10/14,"14,6",127,"7,9","=",48,1,0
"RDP-420",2014/07/07,"22,0",137,"7,8","=",60,0,7
"RDP-420",2014/07/28,"21,8",120,"7,9","=",570,0,12
"RDP-420",2014/09/23,"15,7",126,"8,0","=",250,0,6
"RDP-420",2014/06/25,"21,6",144,"7,8","=",5000,-1,44
"RDP-420",2014/07/14,"24,4",130,"8,4","=",440,-1,10
"RDP-420",2014/08/06,"26,8",113,"8,3","=",240,-1,1
"RDP-420",2014/09/03,"24,1",136,"8,2","=",120,-1,3
"RDP-420",2014/06/16,"21,3",124,"7,9","=",56,-2,2
"RDP-420",2014/08/18,"21,6",100,"8,1","=",300,-2,12
"RDP-420",2014/09/08,"22,7",95,"8,1","=",1200,-2,4
"RDP-420",2014/10/06,"14,0",110,"7,8","=",120,-2,22
"RDP-440",2014/06/02,"18,7",91,"7,7","=",33,1,0
"RDP-440",2014/06/10,"21,1",84,"7,7","=",310,1,0
"RDP-440",2014/07/01,"25,4",144,"7,6","=",73,1,0
"RDP-440",2014/07/22,"26,1",114,"9,3","=",21,1,0
"RDP-440",2014/08/12,"27,7",88,"9,5","=",20,1,0
"RDP-440",2014/08/25,"25,3",93,"9,0","=",21,1,0
"RDP-440",2014/09/17,"17,7",104,"8,4","=",120,1,0
"RDP-440",2014/09/30,"18,8",91,"8,2","=",64,1,0
"RDP-440",2014/10/14,"14,4",89,"8,1","=",100,1,0
"RDP-440",2014/07/07,"22,1",140,"7,9","=",50,0,7
"RDP-440",2014/07/28,"21,2",114,"8,7","=",110,0,12
"RDP-440",2014/09/23,"16,1",97,"8,1","=",210,0,6
"RDP-440",2014/06/25,"21,6",195,"7,6","=",5500,-1,44
"RDP-440",2014/07/14,"23,9",127,"9,0","=",62,-1,10
"RDP-440",2014/08/06,"26,7",95,"9,1","=",92,-1,1
"RDP-440",2014/09/03,"24,5",101,"8,7","=",40,-1,3
"RDP-440",2014/06/16,"20,7",96,"7,6","=",90,-2,2
"RDP-440",2014/08/18,"23,1",94,"9,2","=",44,-2,12
"RDP-440",2014/09/08,"23,3",102,"8,2","=",58,-2,4
"RDP-440",2014/10/06,"15,4",85,"7,9","=",160,-2,22
"RDP-460",2014/06/02,"18,5",80,"7,7","=",60,1,0
"RDP-460",2014/06/10,"21,0",83,"7,7","=",91,1,0
"RDP-460",2014/07/01,"24,9",121,"7,8","=",100,1,0
"RDP-460",2014/07/22,"25,5",113,"8,6","=",500,1,0
"RDP-460",2014/08/12,"26,1",96,"9,0","=",210,1,0
"RDP-460",2014/08/25,"24,7",89,"8,6","=",190,1,0
"RDP-460",2014/09/17,"17,6",101,"8,3","=",88,1,0
"RDP-460",2014/09/30,"17,1",88,"8,1","=",74,1,0
"RDP-460",2014/10/14,"14,8",89,"8,1","=",100,1,0
"RDP-460",2014/07/07,"22,1",129,"7,9","=",82,0,7
"RDP-460",2014/07/28,"21,8",113,"8,3","=",900,0,12
"RDP-460",2014/09/23,"16,9",95,"8,2","=",220,0,6
"RDP-460",2014/06/25,"21,2",131,"7,7","=",4000,-1,44
"RDP-460",2014/07/14,"23,6",118,"8,3","=",510,-1,10
"RDP-460",2014/08/06,"26,1",101,"8,8","=",400,-1,1
"RDP-460",2014/09/03,"24,1",101,"8,6","=",98,-1,3
"RDP-460",2014/06/16,"20,7",94,"7,6","=",170,-2,2
"RDP-460",2014/08/18,"22,3",93,"8,7","=",310,-2,12
"RDP-460",2014/09/08,"23,2",100,"8,3","=",51,-2,4
"RDP-460",2014/10/06,"15,6",84,"7,9","=",130,-2,22
"RDP-480",2014/06/02,"18,2",116,"7,7","=",54,1,0
"RDP-480",2014/06/10,"20,6",152,"7,8","=",2200,1,0
"RDP-480",2014/07/01,"23,8",260,"7,9","=",700,1,0
"RDP-480",2014/07/22,"20,2",610,"8,0","=",21000,1,0
"RDP-480",2014/08/12,"26,3",215,"9,0","=",2000,1,0
"RDP-480",2014/08/25,"22,1",336,"8,2",">",60000,1,0
"RDP-480",2014/09/17,"17,6",550,"8,1",">",60000,1,0
"RDP-480",2014/09/30,"16,9",177,"7,9",">",6000,1,0
"RDP-480",2014/10/14,"14,6",124,"8,0","=",160,1,0
"RDP-480",2014/07/07,"17,8",554,"7,9",">",6000,0,7
"RDP-480",2014/07/28,"19,7",457,"8,2","=",4800,0,12
"RDP-480",2014/09/23,"17,8",404,"7,9","<",10,0,6
"RDP-480",2014/06/25,"19,3",513,"7,8",">",6000,-1,44
"RDP-480",2014/07/14,"19,0",512,"8,0",">",6000,-1,10
"RDP-480",2014/08/06,"25,1",244,"8,6",">",6000,-1,1
"RDP-480",2014/09/03,"22,6",344,"8,1","=",21000,-1,3
"RDP-480",2014/06/16,"20,3",301,"8,0","=",100,-2,2
"RDP-480",2014/08/18,"20,1",589,"8,0","=",5400,-2,12
"RDP-480",2014/09/08,"22,7",833,"7,8","=",900,-2,4
"RDP-480",2014/10/06,"15,6",373,"7,7","=",2200,-2,22
"RDP-490",2014/06/02,"17,6",100,"7,8","=",50,1,0
"RDP-490",2014/06/10,"17,4",156,"8,0","=",64,1,0
"RDP-490",2014/07/01,"25,5",144,"7,9","=",160,1,0
"RDP-490",2014/07/22,"26,2",123,"8,9","=",180,1,0
"RDP-490",2014/08/12,"25,6",112,"8,8","=",420,1,0
"RDP-490",2014/08/25,"25,0",134,"8,5","=",140,1,0
"RDP-490",2014/09/17,"17,4",113,"8,5","=",400,1,0
"RDP-490",2014/09/30,"16,8",91,"8,1","=",1000,1,0
"RDP-490",2014/10/14,"15,6",95,"8,1","=",130,1,0
"RDP-490",2014/07/07,"21,6",142,"8,2","=",2600,0,7
"RDP-490",2014/07/28,"21,3",118,"8,5","=",580,0,12
"RDP-490",2014/09/23,"17,0",106,"8,5","=",280,0,6
"RDP-490",2014/06/25,"21,1",177,"7,9","=",5600,-1,44
"RDP-490",2014/07/14,"23,8",137,"8,7","=",600,-1,10
"RDP-490",2014/08/06,"26,3",116,"8,8","=",550,-1,1
"RDP-490",2014/09/03,"24,7",110,"8,7","=",280,-1,3
"RDP-490",2014/06/16,"20,4",114,"7,9","=",170,-2,2
"RDP-490",2014/08/18,"21,9",120,"8,7","=",400,-2,12
"RDP-490",2014/09/08,"23,4",113,"8,3","=",550,-2,4
"RDP-490",2014/10/06,"15,7",94,"8,3","=",130,-2,22
"RDP-520",2014/06/02,"19,0",130,"7,8","=",20,1,0
"RDP-520",2014/06/10,"21,7",99,"7,9","=",230,1,0
"RDP-520",2014/07/01,"25,7",140,"7,8","=",82,1,0
"RDP-520",2014/07/22,"26,2",127,"8,7","=",110,1,0
"RDP-520",2014/08/12,"25,7",92,"8,5","=",250,1,0
"RDP-520",2014/08/25,"25,1",102,"8,4","=",120,1,0
"RDP-520",2014/09/17,"16,6",125,"8,3","=",120,1,0
"RDP-520",2014/09/30,"16,1",101,"8,1","=",100,1,0
"RDP-520",2014/10/14,"15,5",103,"8,0","=",110,1,0
"RDP-520",2014/07/07,"21,4",145,"8,0","=",70,0,7
"RDP-520",2014/07/28,"20,7",192,"8,3","=",570,0,12
"RDP-520",2014/09/23,"16,4",102,"8,4","=",170,0,6
"RDP-520",2014/06/25,"21,4",166,"7,8","=",4000,-1,44
"RDP-520",2014/07/14,"23,1",140,"8,3","=",150,-1,10
"RDP-520",2014/08/06,"26,1",154,"8,5","=",320,-1,1
"RDP-520",2014/09/03,"23,7",132,"8,6","=",240,-1,3
"RDP-520",2014/06/16,"20,6",116,"7,8","=",150,-2,2
"RDP-520",2014/08/18,"21,5",120,"8,4","=",420,-2,12
"RDP-520",2014/09/08,"22,8",109,"8,2","=",200,-2,4
"RDP-520",2014/10/06,"15,1",84,"8,3","=",180,-2,22
"RDP-540",2014/06/02,"18,7",80,"7,9","=",18,1,0
"RDP-540",2014/06/10,"21,1",81,"7,8","=",36,1,0
"RDP-540",2014/07/01,"24,9",119,"7,8","=",91,1,0
"RDP-540",2014/07/22,"25,1",108,"8,3","=",28,1,0
"RDP-540",2014/08/12,"24,8",89,"8,5","=",390,1,0
"RDP-540",2014/08/25,"23,9",91,"8,2","=",54,1,0
"RDP-540",2014/09/17,"17,6",101,"8,3","=",110,1,0
"RDP-540",2014/09/30,"16,9",88,"8,0","=",70,1,0
"RDP-540",2014/10/14,"15,0",87,"8,1","=",55,1,0
"RDP-540",2014/07/07,"22,0",128,"8,1","=",160,0,7
"RDP-540",2014/07/28,"22,0",118,"8,2","=",570,0,12
"RDP-540",2014/09/23,"16,9",93,"8,2","=",82,0,6
"RDP-540",2014/06/25,"21,3",125,"7,8","=",3800,-1,44
"RDP-540",2014/07/14,"23,6",91,"8,2","=",150,-1,10
"RDP-540",2014/08/06,"24,9",99,"8,5","=",430,-1,1
"RDP-540",2014/09/03,"24,0",97,"8,5","=",54,-1,3
"RDP-540",2014/06/16,"20,4",93,"7,8","=",150,-2,2
"RDP-540",2014/08/18,"21,4",81,"8,2","=",240,-2,12
"RDP-540",2014/09/08,"22,6",99,"8,2","=",64,-2,4
"RDP-540",2014/10/06,"15,4",83,"8,3","=",110,-2,22
"RDP-560",2014/06/02,"18,4",76,"7,6","=",30,1,0
"RDP-560",2014/06/10,"21,1",88,"7,6","=",1500,1,0
"RDP-560",2014/07/01,"25,1",135,"7,6","=",200,1,0
"RDP-560",2014/07/22,"26,0",122,"8,1","=",45,1,0
"RDP-560",2014/08/12,"25,6",106,"8,1","=",400,1,0
"RDP-560",2014/08/25,"24,8",95,"8,2","=",100,1,0
"RDP-560",2014/09/17,"18,0",102,"8,4","=",74,1,0
"RDP-560",2014/09/30,"16,6",90,"8,0","=",110,1,0
"RDP-560",2014/10/14,"14,7",88,"8,0","=",170,1,0
"RDP-560",2014/07/07,"22,0",140,"7,6","=",70,0,7
"RDP-560",2014/07/28,"21,8",114,"8,1","=",1400,0,12
"RDP-560",2014/09/23,"17,1",95,"8,4","=",100,0,6
"RDP-560",2014/06/25,"21,4",139,"7,6","=",4900,-1,44
"RDP-560",2014/07/14,"23,8",105,"7,9","=",180,-1,10
"RDP-560",2014/08/06,"27,3",122,"8,0","=",500,-1,1
"RDP-560",2014/09/03,"24,1",100,"8,4","=",88,-1,3
"RDP-560",2014/06/16,"20,4",95,"7,7","=",140,-2,2
"RDP-560",2014/08/18,"21,8",91,"8,1","=",350,-2,12
"RDP-560",2014/09/08,"22,7",202,"8,2","=",520,-2,4
"RDP-560",2014/10/06,"15,5",84,"8,3","=",110,-2,22
"RDP-60",2014/07/03,"24,1",258,"8,2","=",40,1,0
"RDP-60",2014/07/31,"21,5",271,"8,9","=",92,1,0
"RDP-60",2014/08/21,"21,6",137,"8,1","=",8,1,0
"RDP-60",2014/08/28,"21,4",126,"8,3","=",23,1,0
"RDP-60",2014/10/02,"15,4",104,"8,2","=",16,1,0
"RDP-60",2014/06/12,"17,7",184,"7,7","=",8,0,28
"RDP-60",2014/09/11,"20,1",410,"7,8","=",50,0,5
"RDP-60",2014/09/18,"14,8",106,"8,3","=",48,0,2
"RDP-60",2014/10/16,"14,5",178,"7,6","=",78,0,7
"RDP-60",2014/06/19,"20,4",193,"7,9","=",150,-1,25
"RDP-60",2014/07/24,"22,8",122,"8,8","=",18,-1,11
"RDP-60",2014/08/14,"18,2",316,"7,9","=",4600,-1,44
"RDP-60",2014/10/09,"11,7",96,"7,9","=",360,-1,22
"RDP-60",2014/06/05,"17,7",216,"7,8","=",250,-2,21
"RDP-60",2014/06/26,"21,0",120,"7,9","=",80,-2,44
"RDP-60",2014/07/10,"20,1",123,"8,2","=",13,-2,6
"RDP-60",2014/07/17,"20,0",168,"8,4","=",30,-2,2
"RDP-60",2014/08/07,"21,8",150,"8,5","=",16,-2,1
"RDP-60",2014/09/04,"20,5",119,"8,2","=",30,-2,3
"RDP-60",2014/09/25,"16,1",144,"8,1","=",40,-2,1
"RDP-75",2014/07/03,"24,1",134,"7,9","=",18,1,0
"RDP-75",2014/07/31,"22,4",101,"8,7","=",44,1,0
"RDP-75",2014/08/21,"21,3",90,"8,0","=",30,1,0
"RDP-75",2014/08/28,"22,1",99,"8,2","=",56,1,0
"RDP-75",2014/10/02,"16,0",85,"8,1","=",8,1,0
"RDP-75",2014/06/12,"18,2",86,"7,6","=",45,0,28
"RDP-75",2014/09/11,"21,2",98,"8,2","=",26,0,5
"RDP-75",2014/09/18,"16,9",99,"8,2","=",44,0,2
"RDP-75",2014/10/16,"14,5",89,"7,7","=",16,0,7
"RDP-75",2014/06/19,"19,9",101,"7,9","=",39,-1,25
"RDP-75",2014/07/24,"23,3",106,"8,4","=",94,-1,11
"RDP-75",2014/08/14,"21,2",93,"8,0","=",98,-1,44
"RDP-75",2014/10/09,"14,2",82,"7,9","=",28,-1,22
"RDP-75",2014/06/05,"17,2",79,"7,8","=",3,-2,21
"RDP-75",2014/06/26,"21,3",112,"7,6","=",270,-2,44
"RDP-75",2014/07/10,"22,4",114,"8,1","=",40,-2,6
"RDP-75",2014/07/17,"22,6",112,"8,3","=",8,-2,2
"RDP-75",2014/08/07,"23,3",96,"8,3","=",150,-2,1
"RDP-75",2014/09/04,"22,6",86,"8,1","=",170,-2,3
"RDP-75",2014/09/25,"16,3",90,"8,2","=",18,-2,1
"RDP-80",2014/07/03,"23,7",130,"7,9","=",44,1,0
"RDP-80",2014/07/31,"22,4",100,"8,3","=",16,1,0
"RDP-80",2014/08/21,"21,6",88,"8,0","=",38,1,0
"RDP-80",2014/08/28,"22,1",96,"8,1","=",31,1,0
"RDP-80",2014/10/02,"15,6",87,"8,1","=",7,1,0
"RDP-80",2014/06/12,"18,1",81,"7,7","=",370,0,28
"RDP-80",2014/09/11,"21,5",93,"8,0","=",110,0,5
"RDP-80",2014/09/18,"17,2",99,"8,0","=",48,0,2
"RDP-80",2014/10/16,"14,6",95,"7,7","=",250,0,8
"RDP-80",2014/06/19,"19,8",107,"7,8","=",34,-1,25
"RDP-80",2014/07/24,"22,9",106,"8,0","=",36,-1,11
"RDP-80",2014/08/14,"21,0",96,"7,9","=",96,-1,44
"RDP-80",2014/10/09,"13,8",89,"7,9","=",62,-1,22
"RDP-80",2014/06/05,"17,5",82,"7,9","=",18,-2,21
"RDP-80",2014/06/26,"20,9",109,"7,7","=",200,-2,44
"RDP-80",2014/07/10,"21,5",119,"7,9","=",40,-2,6
"RDP-80",2014/07/17,"21,7",114,"8,0","=",18,-2,2
"RDP-80",2014/08/07,"23,1",95,"8,1","=",18,-2,1
"RDP-80",2014/09/04,"22,1",100,"8,0","=",13,-2,3
"RDP-80",2014/09/25,"16,1",94,"8,1","=",16,-2,1
"RDP-95",2014/07/03,"23,6",129,"7,8","=",80,1,0
"RDP-95",2014/07/31,"22,1",101,"8,3","=",10,1,0
"RDP-95",2014/08/21,"21,6",87,"7,9","=",28,1,0
"RDP-95",2014/08/28,"21,8",95,"8,1","=",16,1,0
"RDP-95",2014/10/02,"15,3",83,"8,2","=",11,1,0
"RDP-95",2014/06/12,"18,2",79,"7,6","=",180,0,28
"RDP-95",2014/09/11,"21,4",97,"8,0","=",66,0,5
"RDP-95",2014/09/18,"16,8",98,"8,0","=",23,0,2
"RDP-95",2014/10/16,"14,7",89,"7,7","=",21,0,8
"RDP-95",2014/06/19,"19,8",202,"7,8","=",40,-1,25
"RDP-95",2014/07/24,"23,0",103,"8,0","=",34,-1,11
"RDP-95",2014/08/14,"20,6",92,"7,9","=",150,-1,44
"RDP-95",2014/10/09,"13,2",85,"7,8","=",90,-1,22
"RDP-95",2014/06/05,"17,2",86,"7,9","=",16,-2,21
"RDP-95",2014/06/26,"20,7",105,"7,6","=",210,-2,44
"RDP-95",2014/07/10,"21,4",119,"8,0","=",64,-2,6
"RDP-95",2014/07/17,"21,6",113,"8,1","=",26,-2,2
"RDP-95",2014/08/07,"22,9",93,"8,1","=",36,-2,1
"RDP-95",2014/09/04,"21,6",99,"8,0","=",18,-2,3
"RDP-95",2014/09/25,"15,6",93,"8,0","=",100,-2,1
